ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLUB_NM,TROBL_TY_NM,OPER_TIME_CN,CLUB_INTRCN_CN
당구,,충남,서천군,산재장애인협회당구클럽,지체장애,매주 수요일 오후4시30분,
당구,,대전,서구,대전장애인당구협회,지체장애,"매주 화, 토 13:00시",
당구,,충남,홍성군,2021 홍성군당구동호회,지체장애,매주 화.목 저녁 6시,
럭비,,부산,동래구,올레,지체장애,"수(14:00~18:00),금(18:00~21:00)","휠체어럭비는 장애인, 비장애인 모두가 어울려 즐겁게 할 수 있는 운동입니다.  관심있는분들은 연락주세요~!"
럭비,,충북,청주시,2021 충북휠체어럭비클럽,지체장애,매주 목 18:00~22:00,휠체어 럭비에 관심이 있으시다면 저희와 함께해요!
럭비,휠체어럭비,부산,동래구,터치다운,지체장애,"수(14:00~18:00), 금(18:00~21:00)","장애인, 비장애인 모두가 어울려 즐길수 있는 휠체어럭비입니다. 관심 있는분은 연락주세요~"
럭비,휠체어럭비,대전,유성구,대전휠체어럭비클럽,지체장애,"매주 화,목 오후 1시",대전시 휠체어럭비 동호회입니다.
론볼,,경남,진주시,모덕장애인론볼동호회,지체장애,"매주 월,수,금 오후 2시",
론볼,,울산,남구,선바위론볼클럽,지체장애,매주 화.목 14시,위모임은 장애인과 비장애인이 함께 어울리면서 회원 상호간에 유대감을 돈독히하고 전국장애인체전과  우수한 회원들은 전문선수가 될수있는 토대가 되는 모입입니다. 많은 관심과 참여 바랍니다~~
론볼,,경남,창원시,창원장애인론볼동호회,지체장애,"매주 월,수,금 오후 2시",
론볼,,충남,태안군,2021년 장애인생활체육 론볼 교실,지체장애,매주 금 오후 13시 10분,
론볼,,서울,송파구,한강론볼클럽,지체장애,"화,목13시","한강론볼클럽은1991년우리나라 최초의론볼동우회로발족하여 그동안수많은국가대표를배출하고현재도 활발히활동하고있습니다.장애인의재활을돕고 취미활동은물론열심히 하면 취업도 할수있습니다. 남녀노소 ,장애인비장애인누구나 참여 할수있으며언제든오시면 모든장비를빌려주며 친절하게지도합니다 한강시민공원으로놀러오셔서 비타민만들면서운동하세요"
론볼,기타,광주,북구,무등론볼동호회클럽,지체장애,"월,수,금  오후 2시",
론볼,,전남,여수시,여수장애인한마음론볼클럽,지체장애,매주 월요일 오후 2시,"저희 클럽은 론볼경기장에서 맑은 햇볕과 좋은 공기를 맘껏 마시며 친목을 도모하고, 건강한 생활을 유지하고 있습니다. 더불어 장애인과 비장애인이 함께 론볼을 통해서 교류하고자 합니다. 론볼을 사랑하고 관심있는 분들의 많은 참여와 신청 바랍니다."
론볼,,부산,동래구,리더스론볼클럽,지체장애,매주 수.금14시~17시,론롤종목으로 장애인과 비장애인 의 어울림 생활체육 단체로서 전문체육 과 전국장애인체전 을 출전하면서  전문 선수발굴에 기여하고 회원 상호간 유대관계 를 강화할수있고 장애인 재활에도 많은 도움이 되는 모임입니다
론볼,,서울,강남구,강남론볼클럽,지체장애,매주 10시~15시,"안녕하세요. 강남론볼클럽은 지체장애인의 체력향상과 친목도모에 기여하는 클럽입니다. 비장애인도 가입가능하며, 지체장애인의 여가생활에 도움을 주며 건강에 큰 도움을 받는 운동입니다."
론볼,,충남,서천군,충남론볼 서천군지부,지체장애,매주 월 목 오후 1시,
론볼,,울산,남구,태화강장애인론볼동호회,지체장애,매주 목 오전 10시,
론볼,,서울,송파구,슬로비론볼클럽,지체장애,월 토오후3시,"건강과 친목을 목적으로 하며 장애인 스포츠의 본이되어  사랑,비젼,꿈,행복,열정,정열이 있는 살아숨쉬는 장애인론볼의 명가 슬로비론볼클럽이 되겠습니다.  Lawn.Bowl.club"
론볼,,부산,북구,부산북구장애인론볼클럽,지체장애,매주 목 오전10시,론볼경기가 장애인의 기초체력증진 및 야외 활동을 통한 신체 기능 향상에 많은 도움이 되고 자존감 향상에 도움이 되어 클럽을 만들어 운영하고 있음
론볼,,경기,부천시,부천장애인론볼클럽,지체장애,매주 월.수요일 오전10~오후2시,부천시장애인과 비장애인으로 이루어진 어울림클럽입니다.
론볼,,대구,북구,론볼북구클럽,뇌병변장애,"매주 토,오후2시",론볼북구클럽은 그 누구의 지원 없이 대구종합복지관을 이용하는 장애우들 스스로가 건강과 화목을 목적으로 결성된 생활체육 클럽입니다. 론볼이 잔디위에서 해야된다는 고정관념을 탈피하여 어디에서라고 할 수 있도록 노력 중이며 생활체육을 통하여 재활운동의 즐거움을도 같이 줄 수 있는 획기적인 운동입니다.
론볼,,울산,남구,울산장애인론볼동호회,지체장애,메주토요일 2시,장애인과 비장애인이 함게하는 운동 입니다 ....
론볼,,부산,사상구,학장론볼클럽,지체장애,"매주 수, 금 오전 10시",
론볼,,울산,남구,울산돌고래론볼클럽,지체장애,매주 토요일,
론볼,,서울,송파구,송파론볼클럽,지체장애,"화,목 오후 2시","~꿈은이루어집니다~ 론볼를 사랑(좋아)하는 장애,비장애인의 모임으로 함! 장애인 비장애인의 생활 체육을 육성하고 더 나아가 서로를 이해하며  함께 손잡고 나아가는 진정한 의미를 살리고자 함. 론볼의 동호회 육성을 통하여 일반화 대중화 시킴으로서 쉽고 재미있게 어우러져 진정한 생활체육이 삶속에 파고들게 하고자 함."
론볼,,충남,공주시,고마나루 론볼클럽,지체장애,매주 목 오전 10시,"&lt;2021년 고마나루 론볼클럽 회원 모집 및 운영안내&gt;  공주시장애인체육회에서는 공주시 관내 장애인분들의 건강 증진과 건강한 여가생활을 위하여 매주 목(10:00~11:30)에 고마나루 론볼클럽을 운영합니다.  공주시 고마나루 론볼클럽은 장애인, 비장애인이 함께 어울리며 즐길 수 있도록 조를 편성하여 진행됩니다. 또한 다년간의 경험을 바탕으로한 지도자의 지도아래 초보자분들도 함께 운동하실 수 있습니다."
론볼,,충남,서천군,서천군장애인론볼클럽,지체장애,매주 목요일 1시부터,
론볼,,대구,수성구,금호론볼,뇌병변장애,매주토및수시13시-16시,친목도모 및 건강관리 장애인과 비장애인화합의장조성 론볼전문선수 육성
론볼,,충남,홍성군,홍주론볼동호회,지체장애,"매주 월, 목 / 17:00 ~ 18:00","홍주론볼동호회는 지체장애인 뿐만아니라, 비장애인도 참여할수 있는 어울림 종목입니다! 많은 참여 바랍니다~!"
론볼,,충북,청주시,2021 청주시직지론볼클럽,지체장애,"매주 화,목 오후14시~16시",청주시직지론볼클럽은 청주시장애인론볼연맹 소속의 클럽입니다. 직지론볼클럽은 청주시에 거주하는 장애인은 물론 론볼을 하고자 하는 일반인도 참가하여 론볼을 즐겁게 운동을  할 수 있습니다 . 직지론볼클럽이 사용하고 있는 론볼 경기장은 전국에서 제일 좋은 환경의 경기장으로 지붕이 있고  편의시설이 잘 되여있습니다. 론볼을 하고자 하는 분은 연제나 환영합니다.
론볼,,경기,안산시단원구,안산시장애인론볼클럽,지체장애,"매주 화,목 오후 2시~4시","론볼은 장애인 특화스포츠 종목으로 장애인과 비장애인이 함께 어울릴 수 있는 정적인 스포츠입니다. 하계 스포츠로서 경기장규격은 가로 5미터, 길이 40미터이며 남녀 노소 누구나 참가할 수 있읍니다."
론볼,,서울,노원구,노원 레이온론볼클럽,지체장애,매주 화.목 10:00~16:00,
론볼,,부산,동구,등대론볼클럽,지체장애,"매주 수, 금 오후2시",장애인의 건강한 생활체육문화정착과 장애인생활체육의 활성을 통한 전문체육인의 육성과 산재장애인의 재활 및 사회성향상을 윌 사회적응능력을 개발하고자 함
론볼,,충남,천안시,데굴데굴론볼클럽,지체장애,"매주 월,수 오후 2시~4시",
론볼,,충남,홍성군,론볼교실-B4,뇌병변장애,매주 수 / 14:00 ~ 15:00,"론볼교실B4는 지체 또는 뇌병변 중증장애인이 참여할 수 있는 종목으로 기존의 크고 무거운 론볼공이 아닌, 작고 경량의 론볼공으로 하는 B4종목입니다. 중증장애인분들의 많은 참여 바랍니다."
론볼,,서울,강동구,강동구 보훈 론볼클럽,지체장애,매주 월~금 오후2시,
론볼,,경기,남양주시,남양주시 론볼클럽,지체장애,매주 수 13:00-15:00,남양주시! 론볼클럽입니다.
론볼,,경기,,론볼 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 론볼종목 대회에 참가하기위해 신청하는 클럽입니다.
론볼,,충북,옥천군,2021 옥천론볼클럽,지체장애,매주 금 14:00~16:00,많은 참여 부탁드립니다.
론볼,,대구,,론볼 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 론볼종목 대회에 참가하기위해 신청하는 클럽입니다.
론볼,,경기,안양시동안구,안양시장애인론볼클럽,지체장애,매주: 수.목 13시~15시,"론볼이란? 장애인과 비장애인이 함께할수있는 운동으로  남,여,노,소 누구나 운동 할수있습니다. 론볼 경기는 표적구를 먼저 굴리고 각자에 공을  표적구에 가까이 붙인 볼에 수를 계산하여 점수를 채점합니다.  많은 분들 참여하셔서 건강하고 즐거운 삶 누리시길 바랍니다."
론볼,,대구,달서구,팔공클럽,지체장애,"매주 토,일 오후 1~2시",
론볼,,대구,수성구,론볼수성클럽,지체장애,"매주화,목 오후 1시","론볼수성클럽은 2011년 1월25일에 대구시장애인종합복지관을 이용하시는분들을 주 대상으로 대구에서 2번째로 론볼클럽을 창립하여 건강증진, 재활 및 생활체육 활동을 통한 친목을 도모하는 장애인생활체육 동호회 입니다."
론볼,,충북,충주시,2021 굴러라론볼클럽,지체장애,"매주 토,일 10:00~16:00",누구나 참여 할수 있는 론볼클럽  용품 항시 준비 장애인재활체육 및 가족 스포츠로 외국에 널리 알려진 스포츠 입니다.
론볼,,경북,문경시,문경새재클럽,지체장애,월~금/ 10시~16시,문경새재가 아름다운 문경시 영강체육공원내에서 활동하고 있는 론볼클럽입니다 클럽회원들은 20명 정도 활동하고 있습니다 월요일부터 문을 열어서 금요일이나 주말에도 이용가능합니다.
론볼,,울산,남구,태화강장애인론볼동호회,지체장애,매주 월 수,
바둑,,경남,진주시,진주시장애인바둑돌사랑동호회,지적장애,"매주 화, 오전10시~11시30분",
바둑,,강원,속초시,속초시어울림바둑클럽,지체장애,매주 월 오후1시~3시,전문적인 지도 강사님에 강의를 받으면서 지도를 받고  회원님들 흥미를 갖고 어울림 클럽으로 성장에 나가고 있습니다.
바둑,,전남,여수시,여장바사모클럽,지체장애,매주 화 오후 2시,"생활체육으로 운영 합니다, 장애인 비장애인 모두다 환영 합니다 배우실분들 언제든지 오시길 바랍니다"
바둑,,울산,중구,울장복 바둑동호회,뇌병변장애,매주 목 오전 9시 30분,
바둑,,경남,,바둑 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 바둑종목 대회에 참가하기위해 신청하는 클럽입니다.
배구,,경기,고양시일산서구,홀트학교,지적장애,매주 금 오후 3시 30분,
배구,,충남,천안시,브라더스좌식배구스포츠클럽,지체장애,매주 (토) 오후 14시 ~ 17시,
배구,,충남,홍성군,2021 미래로홍성 좌식배구스포츠클럽,지체장애,매주 화.목 저녁7시,
배구,,전남,영암군,챔피온배구클럽,지적장애,매주 목 오후 17시,"영암에 위치한 지적장애 학생들로 구성된 클럽으로서 건강 생활 영위 및 평생 체육 활동의 바탕이 될 수 있도록 하며, 또한 개개인의 기능 향상으로 각 종 대회에 참여 우수한 성적을 거양함으로서 자신감과 팀의 명예를 빛내고자 적극적으로 참여하고 있습니다."
배구,,전남,목포시,목포시튼튼누리배구클럽,지적장애,매주 수요일 오후13:50,본교 학생 대상으로 지적장애인 배구 클럽입니다.
배구,,제주,제주시,제주 좌충우돌 좌식배구 동호회,지체장애,"매주 금, 토 오후 3시","좌충우돌 좌식배구 동호회는 2011년도 소모임으로 동호회를 만들어 활동하다가 2013년 제주도체육회에 등록하고 예산을 조금 받아 어울림대회를 열기 시작하였고, 그 후 활성화되어 엘리트 선수들을 육성하였는데 지금 현재는 엘리트 선수들은 전문체육인으로 따로 등록하였고 남은 비전문(장애인)선수(회원)들과 비장애인 회원들이 모여서 지금의 동호회로 이어져오고 있음."
배구,,충남,아산시,2021년 아산아랑이 좌식배구 스포츠클럽,지체장애,매주 목 오후 8시 30분~10시,
배구,,충남,당진시,당진U&amp;I좌식배구,지체장애,매주 금 오후 7시,당진 좌식배구클럽입니다.
배구,,경남,진주시,멋진여성좌식배구동호회,지체장애,"매주 화,수 오후4시~6시",
배구,,경남,진주시,장애인어울림배구동호회,지체장애,"매주 화,수 오후4시~6시",
배구,,강원,인제군,인제군좌식배구동호인클럽,지체장애,매주 금요일 오후 13시,
배구,,충남,아산시,아산아랑이좌식배구스포츠클럽,지체장애,매주목요일 오후8시30분,장애인과 비장애인이 화합하여 좌식배구를 통한 단합과 건강증진에 힘쓰는 클럽입니다
배구,,경기,군포시,군포좌식배구클럽,지체장애,매주 토12~16시,군포좌식배구클럽은 1999년 창단하여 현재운영중이며 수원과 군포에서 남자부와 여자부로 나뉘어 운영되고있는 팀입니다. 항시 좌식배구를 체험하거나 선수로 활동하고 싶으신분은 연락주시고 시.군에서 배구팀을 창단할시 교육 및 용품지원또한 가능합니다. 연락처 : 정두원 010-5202-9075
배구,,광주,서구,광주어등배구클럽,지체장애,매주 수 오후 7시,우리 클럽은 좌식배구 클럽입니다.
배구,,경기,수원시권선구,해피수원배구,지적장애,매주토요일 오전 10시 30분,중증의 지적장애학생으로 구성된 배구동호회이며 네트운동을 통해 정해진 규칙과 필요한 기술을 습득하고 연마하여 자기결정력을 통한 자신감과 성취감을 향상시키고자 합니다.
배구,,경기,,배구 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 배구종목 대회에 참가하기위해 신청하는 클럽입니다.
배구,,충남,예산군,예산능금좌식배구클럽,지체장애,매주 수요일 오후 7시,예산능금좌식배구클럽입니다.
볼링,,경기,포천시,레인스타 볼링클럽,기타장애,"매주 화, 금 오후2시",
볼링,,충북,옥천군,2021 천사볼링클럽,지체장애,매주 금 13:00~15:00,많은 참여 부탁드립니다.
볼링,,경남,창원시의창구,창원시각장애인볼링동호회,시각장애,매주수요일 오후1시30분,창원시각장애인 볼링동호회는 창원시에 거주하는 시각장애인으로 창원시각협회에 등록된 회원중 희망자에 한해 동아리에 가입할 수 있으며 2008년 06월 27일부터 활동하여 지금까지 꾸준히 동아리 활동을 하면서 크고작은 지역경기 및 지역외 경기에 참석하여 다수의 성과를 거두고 있음.
볼링,,경남,양산시,청솔볼링회,기타장애,매주 목 오후 1시30분~3시30분,신장장애인의 화합과 친밀감 회복과 동아리 활동을 통한 인화단결 및 우수선수 육성과 친목도모와 유대강화
볼링,,부산,연제구,부산텐샷볼링클럽,청각장애,매주 토 오후7시,
볼링,,강원,삼척시,삼척마인드볼링클럽,청각장애,매주 금요일 오후 6시30~8시,저희 클럽은 청각장애인8명과 비장애인4명의 선수로 총12명으로 구성 되어있다. 청각.언어장애인 선수들과 비장애인 선수들이 서로 화합을 통해 체력증진과 유대감 형성을 위한 기틀을 마련하고 장애인에 대한 인식개선을 위함이다.
볼링,,경기,평택시,평택해피농아볼링클럽,청각장애,"매월 2,3,4째주 일요일 오후6시",경기도 평택시에 있는 K2볼링센타에서 청각장애인이 취미겸 선수의 꿈을 꾸면서 볼링활동하는 클럽입니다.
볼링,,경남,창원시,마산농아인볼링클럽,청각장애,매주 목 오후 6시,
볼링,,충북,옥천군,2021 옥천DEAF볼링클럽,청각장애,매주 목 13:00~14:00,청각장애인들이 자유롭게 어울리며 활동할 수 있는 볼링클럽입니다. 많은 참여 부탁드립니다.
볼링,,경남,양산시,양산은하수볼링회,시각장애,"매주 화, 금 오후 1시",
볼링,,서울,마포구,마포농인볼링클럽,청각장애,매주 금 오후 4시,마포구 농인의 건강한 삶을 목표로 만든 동호회 클럽입니다. 건전한 여가 생활을 통해 몸과 마음의 힐링을 추구합니다.
볼링,,경남,양산시,양산데프B.C,청각장애,매주 토 오후7시,
볼링,,대구,달서구,달서구볼링클럽,지적장애,매주 화 오후 2시,"지적장애 및 자폐성장애인들의 스트레스 해소와 운동치료를 위한 볼링동호인 클럽입니다. 매주 화요일 14시 ~ 15시에 88볼링장에서 실시할 예정이며, 코로나19 감염예방을 위해 소독 및 방역을 철저히 실시한 후 진행합니다."
볼링,,충북,청주시서원구,2021 우리들볼링클럽동호회,기타장애,"매주 목, 15시~17시",많은 관심과 참여 부탁드립니다.
볼링,,부산,사상구,볼사랑클럽,지체장애,"매주 월,수,금 오전11시",안녕하세요 항상 즐겁게 함께하는 클럽입니다..
볼링,,충남,청양군,굴렁쇠볼링클럽,지체장애,매주 월 19시,
볼링,,경기,평택시,삼무동장애인볼링동호회,시각장애,매주 토요일 오전10시30분,"삼무동장애인볼링동호회는 2006년에 결성되었습니다. 평택시에 거주하는 볼링에 관심있는 신체활동이 가능한 장애인들이 결성되어 매주 토요일 오전10시30분,  K2볼링장에서 정기 모임을 갖고 있습니다. 정기모임을 통하여 서로간의 친목도모와 유대강화 그리고 건강이 증진되었으며, 꾸준한 훈련으로 자질이 향상되어 전문선수로써 활동하시는 분들도 계십니다."
볼링,,경기,시흥시,영파워 볼링클럽,지적장애,매주 목요일 14시,장애인들이 서로 힘을주는 건강한모임입니다 운동으로 스트레스도 없애고 친목도모도 하는 모임입니다
볼링,,경남,양산시,양산지체볼링동호회,지체장애,매주 수요일 오후,
볼링,,서울,동작구,스피드시각장애인볼링클럽,시각장애,매주 목 13:30-17:00,
볼링,,충북,진천군,2021 진천군장애인볼링클럽,기타장애,매주 월 18:30,
볼링,,경기,양주시,양주사랑시각장애인볼링클럽,시각장애,"매주화, 오전10시",양주사랑 시각장애인볼링클럽입니다.
볼링,,경남,합천군,합천부모회볼링클럽,지적장애,매주수오후2시,"외부활동이 제한된 성인중증장애인들이 볼링을 매개체로 동아리를 구성하여 활동함으로써, 주간시간을 의미있게 활용하고 장애인들 간의 교류의 기회를 가질뿐 아니라 인식개선의 효과를 꾀함으로써 사회의 당당한 구성원으로 살아갈 수 있도록 돕고 있습니다."
볼링,,충남,아산시,2021년 아산온양이볼링스포츠클럽,지체장애,매주 화 오후 1시~2시,
볼링,,경기,여주시,여주세종볼링클럽,기타장애,매주 목 오후1시,"시각, 지체, 지적, 뇌병변, 등 유형별 장애인분들이 함께 볼링을 즐기는 클럽입니다"
볼링,,강원,태백시,태백농아인볼링동호회,청각장애,매주 월 오후 7시 30분 ~ 9시 30분,
볼링,,서울,강남구,강남구장애인볼링동호회,지적장애,매주 화 목 오후4시,성인발달장애인과 비장애인의 볼링동호회입니다. 시작한지는 몇년 안되었지만 언제나 즐거운 삶의 활력의 동호회입니다. 성인발달장애인의 지역 자립을 돕고 지역사회에서 어울림에 도움이 되는 동호회라고 자부합니다.
볼링,,서울,강서구,강서마스터볼링클럽,지체장애,매주 수요일 오후 2시,"장애인, 비장애인 함께하는 동호회로 많은 분들의 참여를 바랍니다."
볼링,,대구,달서구,위저드볼링클럽,시각장애,"매주 수 오후2시,토 오전 10시",
볼링,,부산,수영구,SNH 어벤져스  BC,지체장애,"1, 3주 일요일 오전 10시",저희는 2019년 9월에 창단한 클럽이며 휠체어를 타고 볼링을 즐기고 있는 팀입니다.  병원에서 재활 프로그램을 통하여 만나 소그룹 형태에서 발전하여 자생한 휠체어 볼링 동아리입니다. 활발한 활동을 할 수 있도록 많은 관심 부탁 드립니다.
볼링,,충남,공주시,고마데프볼링클럽,청각장애,매주 화 오후7시,충남 공주에서 10년째로 청각장애인 볼링클럽을 꾸려해온 클럽입니다.
볼링,,경남,합천군,해피투게더,지적장애,"매주월, 오후2시","해피투게더는 사회복지법인 평화마을사랑의집 중증장애인거주시설 에서  사회통합, 정서지원을 지향하는 사회심리재활프로그램으로 운영되어지는 교사와 이용인분들의 어울림동호회입니다."
볼링,,울산,남구,돌핀볼링클럽,기타장애,매주 토 오전11시,울산지역 장애 유형은 모든장애유형을 어우르는 클럽입니다.창단한지 10년이 넘어 좋은 장애인볼링동호인이 많이 있어요
볼링,,대전,서구,대전B.BC,시각장애,"매주 월, 수 오후 13시30분",대전 시각장애인이 주죽이 되어 매주 장애인볼링을 통한 건강증진과 여가 문화정착을 위한 모임을 하고 있습니다.
볼링,,대구,중구,소리볼링클럽,시각장애,매주일요일오전11시,"○ 볼링을 통하여 개개인의 건강과 회원간의 화합및 친목을 도모함 ○ 소리볼의 기본이념인 장애인의 권익과 장애인에 대한 편견, 불평등에 대한 사회의 인식변화를 위하여 함께 노력 ○ 장애인 볼링을 통한 생활체육의 활성화"
볼링,,경기,성남시,성남탑핀시각볼링클럽,시각장애,"매주수,오후2시30분",볼링을 사랑하는 시각장애인 클럽입니다.
볼링,,대전,서구,갈마그랜드BC,지체장애,"매주 화, 금 오후 13시 30분",장애인볼링을 통한 전문체육인 양성 및 건강증진 도모
볼링,,부산,연제구,부산시각텐핀,시각장애,"매주월,수,금오후2시",
볼링,,경기,과천시,과천시장애인볼링연맹,시각장애,"매주 화,목 오후2시",
볼링,,충남,예산군,볼든아이볼링클럽,청각장애,격주 목요일 18시30분,안녕하세요. 볼든아이볼링클럽입니다. 매달 격주 목요일 예산 드래곤볼 볼링장에서 코로나 19 방역수칙을 준수하며 진행하고 있습니다.
볼링,,경남,김해시,소리샘(지적장애볼링)동아리,지적장애,"매주 월,수,금 14시~16시",
볼링,,강원,동해시,동해일출B.C클럽,청각장애,매주일요일오후5시,
볼링,,서울,양천구,양천여성디딤돌,지체장애,매주 월.수.금 10:00,"지체 여성장애인 중심으로 매주 월.수.금 오전 10시 볼링을 하며 건강을 증진하고, 친목을 도모함을 목적으로 한다."
볼링,,경남,통영시,통영엔조이볼링클럽,청각장애,"격주(첫째주,세째주) 오후4시30분",안녕하세요~ 볼링관심하실 분은 가입해 주시면 감사하겠습니다.
볼링,,충남,홍성군,미래로볼링스포츠클럽,지체장애,매주 화 / 19:00 ~ 21:00,"미래로볼링스포츠클럽은 지체장애 뿐만 아니라,  청각장애, 지적장애 등 다양한 장애유형이 참여할 수있습니다. 많은 참여 바랍니다."
볼링,,경기,용인시처인구,용인퍼펙트농아인볼링클럽,청각장애,매주 금요일 저녁8시,"용인시 거주뿐만아니라 근거리 거주 장애인도 참여할 수있는 볼링클럽으로 2005년 개설이래 계속 운영해오고있으며 용인볼링장에서 매주 금요일마다 정기모임을 가지며, 단합과 친목을 도모하는 모범적인 클럽운영을 위해 최선을 다하고있습니다. 참여원하시는 청각장애인들은 아래 연락처로 연락주시면 감사하겠습니다."
볼링,,경남,진주시,진주시신장장애인 건강증진up 볼링동아리,기타장애,매월 화요일목요일 중 2회이상,"일주일에 3~4번 투석을 받는 신장장애인들로 하여금 신체적인 운동을 할 수 있는 기회를 제공하며, 신장장애인의 역량강화를 통해 장애환경의 극복과 자기개발을 통한 자아성취감 및 자존감을 높이고자 한다. 투석으로 인하여 심신이 지친 부분으로 인한 스트레스를 해소함과 동시에 우울증 예방 및 능동적인 삶을 부여 하고자 한다."
볼링,,대구,달서구,참빛볼링클럽,청각장애,매주 토요일 7시30분,"볼링을 즐기며 사랑하는 청각장애인이 주축을 이루어 비장애인과 더불어 소통하고 심신을 단련하며, 전문선수를 양성하면서 건강한 삶을 추구하고자 결성된 클럽입니다."
볼링,기타,부산,북구,볼펙토리 볼링 클럽,청각장애,"매주 일,오후6시",볼펙토리 볼링 클럽
볼링,,경남,김해시,굴릴레오,지체장애,매주 월~토,
볼링,,경기,성남시,성남위너스볼링클럽,지체장애,매주수요일오전10시30분~,경기도내 볼링과 함께 친목을 도모하는 장애인 클럽입니다.
볼링,,경기,성남시분당구,유니온볼링클럽,청각장애,매주 금7시,
볼링,,경남,거창군,거창플레져B.C,청각장애,매주 토 오후2시,거창군 농아인 거창플레져볼링클럽입니다
볼링,,부산,부산진구,루비스타볼링클럽,시각장애,토요일 11시,
볼링,,경북,칠곡군,프렌즈,청각장애,매주토요일7시,
볼링,,서울,강동구,서울이글스시각볼링클럽,시각장애,매주 월 10:30~13:00,"볼링을 사랑하는 시각장애인의 모임으로 매주월요일에 모여 볼링게임도 하고 회원간 정보교환,친목도모 및 장애인생활체육에 적극적으로 참여할수 있도록 여견조성과 전문선수배출을 위해서 노력하는 클럽으로 거듭날수 있도록노력중입니다"
볼링,,경기,연천군,연천군로하스볼링클럽,시각장애,화요일 14~15,
볼링,기타,경남,김해시,함께걸음,지적장애,"매월 일요일(1,3주)","경남 김해시에 소재하고 있는 실비장애인거주시설 도림원입니다. 저희는 이용자 8명, 종사자 6명이 회원으로 되어 있으며 이용자는 지적 및 자폐성을 가지고 있는 이용자분들입니다. 잘하는 것은 없지만, 승부에 관련없이 이용자분들이 체육 활동을 하면서 즐거워 합니다."
볼링,,광주,남구,원앤텐(ONE &amp; TEN)볼링클럽,지체장애,"매주 화, 수 20시 / 토 15시",지체장애인과 비장애인이 함께하며 장애인볼링 활성화와 전문체육선수 육성에 노력하는 광주광역시 장애인 볼링동호회!!
볼링,,경기,구리시,누리볼링모임클럽,지적장애,매주 목 오후 4시,
볼링,,충북,청주시상당구,2021 예그리나볼링클럽,지적장애,매주 토요일 10:30~12:00,청주에 거주하고 있고 볼링에 관심이 있는 남녀노소 누구나 참여하실 수 있으니 많은 관심부탁드립니다.
볼링,,충남,천안시,천안시장애인볼링동호인클럽,기타장애,매주 화요일 오후 6시,천안시장애인볼링동호인클럽은 천안시에 거주하면서 장애유형은 모든 유형의 장애인이면 클럽에서 활동을 할 수 있으며 유형의 차별보다 장애인이면 모두가 소통하고 생활하는데 장애가 되는 재활을 목적으로 하는 클럽입니다
볼링,,전남,순천시,시각볼링하늘동호회,시각장애,"매주 화,금 오후 1시",순천시각장애인들이 볼링을 통해  비시각장애인(정안인)들과 함께하는 행복한 삶 만들기란 슬로건 아래  삶의 활력과 적극적인 사회참여를 목표로 구성된 생활체육클럽입니다.
볼링,기타,전남,해남군,해남땡벌볼링클럽,지체장애,매주 금 오후 7시30분,
볼링,,경남,양산시,숭인볼사모,기타장애,매주 일요일 오후 1시,
볼링,,강원,삼척시,원더플 볼링동호회,시각장애,매주 목요일 1시30분,
볼링,,충남,태안군,장애인생활체육볼링클럽,지체장애,매주 토 오후 16시,
볼링,,경기,오산시,흰지팡이볼링클럽,시각장애,매주 토 오전 11시,
볼링,,대구,수성구,"2021년 범무리드림클럽, 스트라이크!!!",지적장애,매주 월.수 오후 1시,"범물장애인주간보호센터 이용자 범무리들이 볼링수업을 통해 기초체력증진과 고유수용감각 및 균형감각을 유지하며, 실내에서 즐길 수 있는 스포츠를 통해 신체기능 및 운동기능을 발달시키고자 한다."
볼링,,충북,옥천군,정신건강볼링클럽,기타장애,매주 금 오후2시~3시,정신건강볼링클럽입니다~^^
볼링,,충북,충주시,2021 충장복볼링동호회,뇌병변장애,매주 화요일 14:00~16:00,"뇌병변, 지체 등 다양한 장애인들이 함께 모여 볼링으로 화합하며 사회와 소통의 통로로 행복감 충전하는 클럽"
볼링,,충남,당진시,네오볼링 스포츠클럽,지체장애,매주 화 오후 7시~9시,
볼링,기타,경기,고양시,고양스카이볼링클럽,시각장애,매주 금 오전10시,"고양시시각장애인의 체육활동을 대표하는 클럽으로서, 시각장애인 체육의 활성화와 건전한 여가선용, 체력향상 및 스포츠 정신의 함양에 이바지하며, 시각장애인 체육의 저변 확대와 육성 발전을 통하여 경기력을 향상하고, 고양시 대표 선수 선발과 국내 및 국제 대회에 참여하고, 이를 통해 고양시의 위상과 국위선양및 시각장애인 체육발전에 기여함을 목적으로 한다."
볼링,,경기,부천시원미구,에이스볼링클럽,시각장애,매주 수 오후 14시,
볼링,,충남,,볼링 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 볼링종목 대회에 참가하기위해 신청하는 클럽입니다.
